title,price,location,bedrooms,bathrooms,surface_total,surface_useful,url,description
Departamento Nuevo Sector Gerónimo De Alderete/vitacura.,18665.0,"Miguel Comas, Juan XXIII, Vitacura",3.0,3.0,,138.0,https://portalinmobiliario.com/MLC-3169865118-departamento-nuevo-sector-geronimo-de-alderetevitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=35&type=item&tracking_id=dafef9c1-a170-4349-93b7-066699d4b3dc,
"Departamento En Venta En Pío Xi, Vitacura Con Terraza",13490.0,"Pedro Canisio, Pío XI, Vitacura",3.0,3.0,,150.0,https://portalinmobiliario.com/MLC-3185025616-departamento-en-venta-en-pio-xi-vitacura-con-terraza-_JM#polycard_client=search-nordic&search_layout=grid&position=36&type=item&tracking_id=dafef9c1-a170-4349-93b7-066699d4b3dc,
"Espacioso, Linda Vista 3d /2b Tabancura",13500.0,"Tabancura 1500 - 1800, Vitacura, Tabancura, Vitacura",3.0,2.0,,130.0,https://portalinmobiliario.com/MLC-3005715544-espacioso-linda-vista-3d-2b-tabancura-_JM#polycard_client=search-nordic&search_layout=grid&position=37&type=item&tracking_id=dafef9c1-a170-4349-93b7-066699d4b3dc,
Departamento Semiamoblado Y Remodelado En Calle Tranquila,10800.0,"Pío XI, Vitacura",2.0,2.0,,81.0,https://portalinmobiliario.com/MLC-1728017943-departamento-semiamoblado-y-remodelado-en-calle-tranquila-_JM#polycard_client=search-nordic&search_layout=grid&position=38&type=item&tracking_id=dafef9c1-a170-4349-93b7-066699d4b3dc,
Departamento Dúplex En Santa María De Manquehue,21800.0,"Santa María De Manquehue, Vitacura",2.0,4.0,,217.0,https://portalinmobiliario.com/MLC-3060981764-departamento-duplex-en-santa-maria-de-manquehue-_JM#polycard_client=search-nordic&search_layout=grid&position=39&type=item&tracking_id=dafef9c1-a170-4349-93b7-066699d4b3dc,
Exclusivo Departamento Remodelado Full Diseño,17000.0,"Parque Bicentenario, Vitacura",2.0,3.0,,155.0,https://portalinmobiliario.com/MLC-2978875634-exclusivo-departamento-remodelado-full-diseno-_JM#polycard_client=search-nordic&search_layout=grid&position=40&type=item&tracking_id=dafef9c1-a170-4349-93b7-066699d4b3dc,
Departamento Con Vista Norte En Pedro Canisio,15600.0,"Pío XI, Vitacura",3.0,3.0,,122.0,https://portalinmobiliario.com/MLC-3245849792-departamento-con-vista-norte-en-pedro-canisio-_JM#polycard_client=search-nordic&search_layout=grid&position=41&type=item&tracking_id=dafef9c1-a170-4349-93b7-066699d4b3dc,
Departamento En Venta En San Damián Norte Terraza,9450.0,"Tabancura, Vitacura",2.0,2.0,,84.0,https://portalinmobiliario.com/MLC-1726978659-departamento-en-venta-en-san-damian-norte-terraza-_JM#polycard_client=search-nordic&search_layout=grid&position=42&type=item&tracking_id=dafef9c1-a170-4349-93b7-066699d4b3dc,
Departamento En Américo Vespucio Con Vitacura,21000.0,"Los Coligües, Parque Bicentenario, Vitacura",3.0,3.0,,270.0,https://portalinmobiliario.com/MLC-3169877976-departamento-en-americo-vespucio-con-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=43&type=item&tracking_id=dafef9c1-a170-4349-93b7-066699d4b3dc,
Departamento En Venta En Vitacura Con Vista Al Golf,15300.0,"Parque Bicentenario, Vitacura",3.0,3.0,,250.0,https://portalinmobiliario.com/MLC-3005588102-departamento-en-venta-en-vitacura-con-vista-al-golf-_JM#polycard_client=search-nordic&search_layout=grid&position=44&type=item&tracking_id=dafef9c1-a170-4349-93b7-066699d4b3dc,
Departamento Remodelado En Vespucio Norte,19000.0,Vitacura,3.0,3.0,,240.0,https://portalinmobiliario.com/MLC-3040260204-departamento-remodelado-en-vespucio-norte-_JM#polycard_client=search-nordic&search_layout=grid&position=45&type=item&tracking_id=dafef9c1-a170-4349-93b7-066699d4b3dc,
Amplio Con Vistas Despejadas,18000.0,"Las Nieves, Parque Bicentenario, Vitacura",3.0,3.0,,202.0,https://portalinmobiliario.com/MLC-3090075492-amplio-con-vistas-despejadas-_JM#polycard_client=search-nordic&search_layout=grid&position=46&type=item&tracking_id=dafef9c1-a170-4349-93b7-066699d4b3dc,
Departamento Tres Dormitorios En Alonso De Córdova,12500.0,"Parque Bicentenario, Vitacura",3.0,3.0,,145.0,https://portalinmobiliario.com/MLC-3005726618-departamento-tres-dormitorios-en-alonso-de-cordova-_JM#polycard_client=search-nordic&search_layout=grid&position=47&type=item&tracking_id=dafef9c1-a170-4349-93b7-066699d4b3dc,
"Departamento De Dos Dormitorios, Vista Despejada",7910.0,"La Llavería, Vitacura",2.0,2.0,,74.0,https://portalinmobiliario.com/MLC-3017810306-departamento-de-dos-dormitorios-vista-despejada-_JM#polycard_client=search-nordic&search_layout=grid&position=48&type=item&tracking_id=dafef9c1-a170-4349-93b7-066699d4b3dc,
Departamento Con Vistas Despejadas,11900.0,"Tabancura, Vitacura",3.0,3.0,,112.0,https://portalinmobiliario.com/MLC-3231866284-departamento-con-vistas-despejadas-_JM#polycard_client=search-nordic&search_layout=grid&position=1&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Departamento En Venta Sector Kennedy Vista Despejada,6200.0,"Pío XI, Vitacura",2.0,2.0,,52.0,https://portalinmobiliario.com/MLC-2978378456-departamento-en-venta-sector-kennedy-vista-despejada-_JM#polycard_client=search-nordic&search_layout=grid&position=2&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
"Departamento En Condominio, Dos Dormitorios En Venta",8500.0,"Pío XI, Vitacura",2.0,2.0,,82.0,https://portalinmobiliario.com/MLC-3114529552-departamento-en-condominio-dos-dormitorios-en-venta-_JM#polycard_client=search-nordic&search_layout=grid&position=3&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Departamento Kennedy Frente Parque Arauco,11500.0,"Pío XI, Vitacura",3.0,2.0,,143.0,https://portalinmobiliario.com/MLC-3198381004-departamento-kennedy-frente-parque-arauco-_JM#polycard_client=search-nordic&search_layout=grid&position=4&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Departamento En Venta En Parque Bicentenario,12300.0,"Parque Bicentenario, Vitacura",3.0,3.0,,121.0,https://portalinmobiliario.com/MLC-1711529211-departamento-en-venta-en-parque-bicentenario-_JM#polycard_client=search-nordic&search_layout=grid&position=5&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Maravilloso Penthouse Con Vista Despejada Al Sport Francés,45000.0,"Juan XXIII  Departamento  Edificio B, Juan XXIII, Vitacura",3.0,5.0,,420.0,https://portalinmobiliario.com/MLC-2882319978-maravilloso-penthouse-con-vista-despejada-al-sport-frances-_JM#polycard_client=search-nordic&search_layout=grid&position=6&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
"Espectacular, Amplio, 2d/2b Av. Josemaria Escriba De Balague",17800.0,"Costanera Sur S.J.E. De Balaguer 9155, Vitacura, La Llavería, Vitacura",2.0,2.0,,123.0,https://portalinmobiliario.com/MLC-1618193357-espectacular-amplio-2d2b-av-josemaria-escriba-de-balague-_JM#polycard_client=search-nordic&search_layout=grid&position=7&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Departamento En Venta En Vitacura Con Terraza Y Piscina,13990.0,"Santa María  Depto, Vitacura",2.0,2.0,,115.0,https://portalinmobiliario.com/MLC-3184999012-departamento-en-venta-en-vitacura-con-terraza-y-piscina-_JM#polycard_client=search-nordic&search_layout=grid&position=8&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
"Jardín Del Este, Para Remodelar, 3d 2b 1estac 1b",7900.0,"Espoz 6000 - 6300, Vitacura, Borde Río - Casa Piedra, Vitacura",3.0,2.0,,86.0,https://portalinmobiliario.com/MLC-1654083465-jardin-del-este-para-remodelar-3d-2b-1estac-1b-_JM#polycard_client=search-nordic&search_layout=grid&position=9&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Departamento En Venta De 5 Dorm. En Vitacura,23500.0,"El Crepuscuolo, Lo Curro, Vitacura",5.0,6.0,,315.0,https://portalinmobiliario.com/MLC-1694443109-departamento-en-venta-de-5-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=10&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Exclusivo Y Unico Penthouse En Vitacura,23500.0,"Partenón 1775, Vitacura, Estadio Croata, Vitacura",3.0,3.0,,140.0,https://portalinmobiliario.com/MLC-1726151061-exclusivo-y-unico-penthouse-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=11&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Luis Carrera / Vitacura,11990.0,"Chapultepec, Vitacura, Estadio Manquehue, Vitacura",3.0,3.0,,150.0,https://portalinmobiliario.com/MLC-1595276797-luis-carrera-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=12&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Exclusivo Depto Venta 3d 3b/ Vista Despejada Vitacura,14900.0,"Nuestra Sra Del Rosario, Nuestra Señora Del Rosario, Vitacura",3.0,3.0,,110.0,https://portalinmobiliario.com/MLC-1698166237-exclusivo-depto-venta-3d-3b-vista-despejada-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=13&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Las Nieves Dpto Remodelado.,9900.0,"Las Nieves, Vitacura, Parque Bicentenario, Vitacura",3.0,2.0,,100.0,https://portalinmobiliario.com/MLC-2997929890-las-nieves-dpto-remodelado-_JM#polycard_client=search-nordic&search_layout=grid&position=14&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
"El Arcangel , Vitacura",13550.0,"El Arcángel, Vitacura, Pío XI, Vitacura",3.0,3.0,,180.0,https://portalinmobiliario.com/MLC-2907977244-el-arcangel-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=15&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Alonso De Cordova / Vista Despejada Asegurada.,10000.0,"Alonso De Córdova 2600, Vitacura, Parque Bicentenario, Vitacura",2.0,2.0,,117.0,https://portalinmobiliario.com/MLC-1578227425-alonso-de-cordova-vista-despejada-asegurada-_JM#polycard_client=search-nordic&search_layout=grid&position=16&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Gran Departamento Muy Bien Ubicado 3d/3b En Vitacura,12500.0,"Avenida Presidente Kennedy 5700, Vitacura, Parque Bicentenario, Vitacura",3.0,3.0,,140.0,https://portalinmobiliario.com/MLC-2966286072-gran-departamento-muy-bien-ubicado-3d3b-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=17&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Club Golf Los Leones 2 Dorm Y 2 Baños,8490.0,"Navidad, Vitacura, Parque Bicentenario, Vitacura",2.0,2.0,,90.0,https://portalinmobiliario.com/MLC-2942247732-club-golf-los-leones-2-dorm-y-2-banos-_JM#polycard_client=search-nordic&search_layout=grid&position=18&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Magnífico Dpto. Vista Panorámica. 3d+3b+2e+bd,13500.0,"Tabancura 1613, Vitacura, Tabancura, Vitacura",3.0,3.0,,126.0,https://portalinmobiliario.com/MLC-1677549575-magnifico-dpto-vista-panoramica-3d3b2ebd-_JM#polycard_client=search-nordic&search_layout=grid&position=19&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Departamento En Venta En Vitacura,13900.0,"San Damián, Tabancura, Vitacura",3.0,4.0,,143.0,https://portalinmobiliario.com/MLC-3071941840-departamento-en-venta-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=20&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Vista Despejada Al Parque,139000.0,"VISTA DESPEJADA AL PARQUE, Parque Bicentenario, Vitacura",3.0,3.0,,123.0,https://portalinmobiliario.com/MLC-1678058397-vista-despejada-al-parque-_JM#polycard_client=search-nordic&search_layout=grid&position=21&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Departamento En Venta De 4 Dorm. En Vitacura,11500.0,"Venta Dpto 4 Dorm. Vitacura - Autopista Costanera Norte, Vitacura",4.0,4.0,,125.0,https://portalinmobiliario.com/MLC-1609968701-departamento-en-venta-de-4-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=22&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Departamento En Arriendo De 5 Dorm. En Vitacura,18000.0,"Las Nieves, Parque Bicentenario, Vitacura",5.0,4.0,,400.0,https://portalinmobiliario.com/MLC-1620694895-departamento-en-arriendo-de-5-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=23&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
"Departamento En Venta En Pío Xi, Vitacura Con Terraza",18900.0,"Luis Carrera 1490, Santiago, Vitacura, Pío XI, Vitacura",6.0,4.0,,218.0,https://portalinmobiliario.com/MLC-1724019181-departamento-en-venta-en-pio-xi-vitacura-con-terraza-_JM#polycard_client=search-nordic&search_layout=grid&position=24&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Gran Dep Vespucio 4d/4b,15500.0,"Américo Vespucio Nte. 1630, 7630340 Vitacura, Región Metropolitana, Chile, Parque Bicentenario, Vitacura",4.0,4.0,,270.0,https://portalinmobiliario.com/MLC-2901277752-gran-dep-vespucio-4d4b-_JM#polycard_client=search-nordic&search_layout=grid&position=25&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Espacioso Departamento De 3  Dormitorios Mas Servicios.,9200.0,"LAS NIEVES, Parque Bicentenario, Vitacura",3.0,2.0,,110.0,https://portalinmobiliario.com/MLC-2950172150-espacioso-departamento-de-3-dormitorios-mas-servicios-_JM#polycard_client=search-nordic&search_layout=grid&position=26&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Rebajado! Departamento En Impecable Estado/santa María,17500.0,"Santa María Manquehue, Lo Curro, Vitacura",3.0,4.0,,180.0,https://portalinmobiliario.com/MLC-1728234933-rebajado-departamento-en-impecable-estadosanta-maria-_JM#polycard_client=search-nordic&search_layout=grid&position=27&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Oportunidad - Remodelado Futuro Metro Estoril,9250.0,"Corte De Apelaciones, Tabancura, Vitacura",3.0,3.0,,110.0,https://portalinmobiliario.com/MLC-1728299205-oportunidad-remodelado-futuro-metro-estoril-_JM#polycard_client=search-nordic&search_layout=grid&position=28&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Departamento En Venta En Vitacura Con Terraza,11300.0,"El Aromo/Sport Francés, Estadio Croata, Vitacura",3.0,2.0,,102.0,https://portalinmobiliario.com/MLC-1728272921-departamento-en-venta-en-vitacura-con-terraza-_JM#polycard_client=search-nordic&search_layout=grid&position=29&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Amplio Departamento Remodelado/250 Mt2/alonso De Córdova,19400.0,"Navidad, Parque Bicentenario, Vitacura",3.0,3.0,,228.0,https://portalinmobiliario.com/MLC-1728298767-amplio-departamento-remodelado250-mt2alonso-de-cordova-_JM#polycard_client=search-nordic&search_layout=grid&position=30&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Amplio Departamento Remodelado/4d Más Sala De Estar/vespucio,14900.0,"Américo Vespucio/Jardín Del Este, Borde Río - Casa Piedra, Vitacura",4.0,4.0,,169.0,https://portalinmobiliario.com/MLC-1728016913-amplio-departamento-remodelado4d-mas-sala-de-estarvespucio-_JM#polycard_client=search-nordic&search_layout=grid&position=31&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Amplio Departamento/juan Xxiii/3 Estacionamientos,12850.0,"Juan XXIII, Juan XXIII, Vitacura",4.0,3.0,,130.0,https://portalinmobiliario.com/MLC-1728016955-amplio-departamentojuan-xxiii3-estacionamientos-_JM#polycard_client=search-nordic&search_layout=grid&position=32&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Departamento En Venta En Escrivá De Balaguer Terraza,7910.0,"Escrivá De Balaguer/La Llaveria, La Llavería, Vitacura",2.0,2.0,,74.0,https://portalinmobiliario.com/MLC-1728208369-departamento-en-venta-en-escriva-de-balaguer-terraza-_JM#polycard_client=search-nordic&search_layout=grid&position=33&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Luminoso Departamento Con Vista Despejada/pio Xi/4d Y Salita,16850.0,"Pio XI/Parque Arauco, Pío XI, Vitacura",4.0,4.0,,140.0,https://portalinmobiliario.com/MLC-1728299001-luminoso-departamento-con-vista-despejadapio-xi4d-y-salita-_JM#polycard_client=search-nordic&search_layout=grid&position=34&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Gran Departamento Con Jardín/jardín Del Este,18900.0,"Espoz, Parque Bicentenario, Vitacura",4.0,3.0,,160.0,https://portalinmobiliario.com/MLC-1728260591-gran-departamento-con-jardinjardin-del-este-_JM#polycard_client=search-nordic&search_layout=grid&position=35&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Departamento Venta Estadio Croata Vitacura Balcón,7500.0,"San Félix/Estadio Croata, Estadio Croata, Vitacura",2.0,2.0,,71.0,https://portalinmobiliario.com/MLC-1728208817-departamento-venta-estadio-croata-vitacura-balcon-_JM#polycard_client=search-nordic&search_layout=grid&position=36&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
"Amplio Departamento En Venta De 5 Dorm. En Vitacura,",22900.0,"Carolina Rabat/La Vendimia, Santa María De Manquehue, Vitacura",5.0,5.0,,242.0,https://portalinmobiliario.com/MLC-3061096480-amplio-departamento-en-venta-de-5-dorm-en-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=37&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Penthouse Único En Lo Curro Vistas Panarámicas,28000.0,"Vía Aurora, 1 - 300, Lo Curro, Vitacura",3.0,4.0,,305.0,https://portalinmobiliario.com/MLC-1728425405-penthouse-unico-en-lo-curro-vistas-panaramicas-_JM#polycard_client=search-nordic&search_layout=grid&position=38&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Colegio San Pedro Nolasco Y Alemán,11490.0,"VitacuraColegio San Pedro Nolasco, 1 - 300, Estadio Manquehue, Vitacura",3.0,3.0,,113.0,https://portalinmobiliario.com/MLC-3209037564-colegio-san-pedro-nolasco-y-aleman-_JM#polycard_client=search-nordic&search_layout=grid&position=39&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Dúplex De Lujo En Borderío Vitacura,25900.0,"Borde Río, 1 - 300, Borde Río - Casa Piedra, Vitacura",3.0,4.0,,265.0,https://portalinmobiliario.com/MLC-3147640272-duplex-de-lujo-en-borderio-vitacura-_JM#polycard_client=search-nordic&search_layout=grid&position=40&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Depto Con El Privilegio De Un Jardín Solo Para Ti!,16500.0,"Manquehue Norte/Escrivá De Balaguer, 1 - 300, Borde Río - Casa Piedra, Vitacura",3.0,3.0,,112.0,https://portalinmobiliario.com/MLC-3124270862-depto-con-el-privilegio-de-un-jardin-solo-para-ti-_JM#polycard_client=search-nordic&search_layout=grid&position=41&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Candelaria Goyenechea Oportunidad En Verde! 2026,18726.0,"CANDELARIA GOYENECHEA, 4200 - 4500, Jardín Del Este, Vitacura",4.0,4.0,,143.0,https://portalinmobiliario.com/MLC-3060996818-candelaria-goyenechea-oportunidad-en-verde-2026-_JM#polycard_client=search-nordic&search_layout=grid&position=42&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Candelaria Goyenechea Oportunidad En Verde!  2026,11662.0,"CANDELARIA GOYENECHEA, 1 - 300, Jardín Del Este, Vitacura",2.0,3.0,,82.0,https://portalinmobiliario.com/MLC-3060804210-candelaria-goyenechea-oportunidad-en-verde-2026-_JM#polycard_client=search-nordic&search_layout=grid&position=43&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
Candelaria Goyenechea Oportunidad En Verde! 2026,12954.0,"CANDELARIA GOYENECHEA, 1 - 300, Jardín Del Este, Vitacura",3.0,3.0,,100.0,https://portalinmobiliario.com/MLC-3060881744-candelaria-goyenechea-oportunidad-en-verde-2026-_JM#polycard_client=search-nordic&search_layout=grid&position=44&type=item&tracking_id=a361f0d3-ddbd-4a86-af3c-40e00439c43e,
